571,bcbc7d1c-caa7-475c-8b07-e,1111110164,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
572,bcbc7d1c-caa7-475c-8b07-e,1111110165,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
573,bcbc7d1c-caa7-475c-8b07-e,1111110166,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
574,bcbc7d1c-caa7-475c-8b07-e,1111110167,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
575,bcbc7d1c-caa7-475c-8b07-e,1111110168,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
576,bcbc7d1c-caa7-475c-8b07-e,1111110169,The United Police Fund,R,UPF,PCRU,8002151579,7381,100,332
577,536d5873-2de2-4809-b19e-1,1111110244,"Arizona State Lodge, Fraternal Order of Police Inc.",R,AFOP,AZRF,8005250676,7361,100,336
578,536d5873-2de2-4809-b19e-1,1111110245,"Arizona State Lodge, Fraternal Order of Police Inc.",R,AFOP,AZRF,8005250676,7361,100,336
579,b2929c37-bab4-4117-ba5f-4,1111110296,Florida Highway Patrol Cmd Officers Assoc.,R,FHPC,FLRH,8006539369,7364,100,337
580,b2929c37-bab4-4117-ba5f-4,1111110297,Florida Highway Patrol Cmd Officers Assoc.,R,FHPC,FLRH,8006539369,7364,100,337
581,62691535-04bb-456e-abc7-4,1111110298,Illinois Police Assoc.,R,IPA,ILRP,8006561369,7369,100,338
582,62691535-04bb-456e-abc7-4,1111110299,Illinois Police Assoc.,R,IPA,ILRP,8006561369,7369,100,338
583,3131e2bd-e68d-41ec-b879-1,1111110600,Kentucky FOP,R,KFOP,KYRP,8007467920,7367,100,339
584,3131e2bd-e68d-41ec-b879-1,1111110601,Kentucky FOP,R,KFOP,KYRP,8007467920,7367,100,339
585,ead5e90f-2be5-4908-a89f-7,1111110602,Police Officers Assoc. of Michigan,R,POAM,MIRR,8004913503,7375,100,340
586,ead5e90f-2be5-4908-a89f-7,1111110603,Police Officers Assoc. of Michigan,R,POAM,MIRR,8004913503,7375,100,340
587,6b5e713b-95bc-4bc2-98d3-a,1111110604,New Jersey Police Officer Foundation,R,NJPF,NJRP,8007981769,7377,100,341
588,6b5e713b-95bc-4bc2-98d3-a,1111110605,New Jersey Police Officer Foundation,R,NJPF,NJRP,8007981769,7377,100,341
589,69c14be5-4565-4e9f-add1-a,1111110606,New York State Park Police PBA,R,NYSP,NYRS,8005202703,7390,100,342
590,69c14be5-4565-4e9f-add1-a,1111110607,New York State Park Police PBA,R,NYSP,NYRS,8005202703,7390,100,342
591,b441b8eb-9784-44a0-8a80-8,1111110608,Ohio Patrolmen's Benevolent Assoc.,R,OHPB,OHRP,8005187550,7397,100,343
592,b441b8eb-9784-44a0-8a80-8,1111110609,Ohio Patrolmen's Benevolent Assoc.,R,OHPB,OHRP,8005187550,7397,100,343
593,9117ae10-0e38-47a5-8ab2-e,1111110610,South Carolina Trooper Assoc.,R,SCTA,SCRT,8005210078,7363,100,344
594,9117ae10-0e38-47a5-8ab2-e,1111110611,South Carolina Trooper Assoc.,R,SCTA,SCRT,8005210078,7363,100,344
595,602a2a11-293f-45b3-b986-2,1111110612,Texas Coalition of Police & Sherrifs,R,COPS,TXRC,8007430105,7362,100,345
596,602a2a11-293f-45b3-b986-2,1111110613,Texas Coalition of Police & Sherrifs,R,COPS,TXRC,8007430105,7362,100,345
