651,1111110750,NA,NA,X
652,1111110751,NA,NA,X
653,1111110752,NA,NA,X
654,1111110753,NA,NA,X
655,1111110754,NA,NA,X
656,1111110755,NA,NA,X
657,1111110756,NA,NA,X
658,1111110757,NA,NA,X
659,1111110758,NA,NA,X
660,1111110759,NA,NA,X
661,1111110760,NA,NA,X
662,1111110761,NA,NA,X
663,1111110762,NA,NA,X
664,1111110763,NA,NA,X
665,1111110764,NA,NA,X
666,1111110765,NA,NA,X
667,1111110766,NA,NA,X
668,1111110767,NA,NA,X
669,1111110768,NA,NA,X
670,1111110769,NA,NA,X
671,1111110770,NA,NA,X
672,1111110771,NA,NA,X
673,1111110772,NA,NA,X
674,1111110773,NA,NA,X
675,1111110774,NA,NA,X
676,1111110775,NA,NA,X
677,1111110776,NA,NA,X
678,1111110777,NA,NA,X
679,1111110778,NA,NA,X
680,1111110779,NA,NA,X
681,1111110780,NA,NA,X
682,1111110781,NA,NA,X
683,1111110782,NA,NA,X
684,1111110783,NA,NA,X
685,1111110784,NA,NA,X
686,1111110785,NA,NA,X
687,1111110786,NA,NA,X
688,1111110787,NA,NA,X
689,1111110788,NA,NA,X
690,1111110789,NA,NA,X
691,1111110790,NA,NA,X
692,1111110791,NA,NA,X
693,1111110792,NA,NA,X
694,1111110793,NA,NA,X
695,1111110794,NA,NA,X
696,1111110795,NA,NA,X
697,1111110796,NA,NA,X
698,1111110797,NA,NA,X
699,1111110798,NA,NA,X
700,1111110799,NA,NA,X
701,1111110800,NA,NA,X
702,1111110801,NA,NA,X
703,1111110802,NA,NA,X
704,1111110803,NA,NA,X
705,1111110804,NA,NA,X
706,1111110805,NA,NA,X
707,1111110806,NA,NA,X
708,1111110807,NA,NA,X
709,1111110808,NA,NA,X
710,1111110809,NA,NA,X
711,1111110810,NA,NA,X
712,1111110811,NA,NA,X
713,1111110812,NA,NA,X
714,1111110813,NA,NA,X
715,1111110814,NA,NA,X
716,1111110815,NA,NA,X
717,1111110816,NA,NA,X
718,1111110817,NA,NA,X
719,1111110818,NA,NA,X
720,1111110819,NA,NA,X
721,1111110820,NA,NA,X
722,1111110821,NA,NA,X
723,1111110822,NA,NA,X
724,1111110823,NA,NA,X
725,1111110824,NA,NA,X
726,1111110825,NA,NA,X
727,1111110826,NA,NA,X
728,1111110827,NA,NA,X
729,1111110828,NA,NA,X
730,1111110829,NA,NA,X
731,1111110830,NA,NA,X
732,1111110831,NA,NA,X
733,1111110832,NA,NA,X
734,1111110833,NA,NA,X
735,1111110834,NA,NA,X
736,1111110835,NA,NA,X
737,1111110836,NA,NA,X
738,1111110837,NA,NA,X
739,1111110838,NA,NA,X
740,1111110839,NA,NA,X
741,1111110840,NA,NA,X
742,1111110841,NA,NA,X
743,1111110842,NA,NA,X
744,1111110843,NA,NA,X
745,1111110844,NA,NA,X
746,1111110845,NA,NA,X
747,1111110846,NA,NA,X
748,1111110847,NA,NA,X
749,1111110848,NA,NA,X
750,1111110849,NA,NA,X
751,1111110850,NA,NA,X
752,1111110851,NA,NA,X
753,1111110852,NA,NA,X
754,1111110853,NA,NA,X
755,1111110854,NA,NA,X
756,1111110855,NA,NA,X
757,1111110856,NA,NA,X
758,1111110857,NA,NA,X
759,1111110858,NA,NA,X
760,1111110859,NA,NA,X
761,1111110860,NA,NA,X
762,1111110861,NA,NA,X
763,1111110862,NA,NA,X
764,1111110863,NA,NA,X
765,1111110864,NA,NA,X
766,1111110865,NA,NA,X
767,1111110866,NA,NA,X
768,1111110867,NA,NA,X
769,1111110868,NA,NA,X
770,1111110869,NA,NA,X
771,1111110870,NA,NA,X
772,1111110871,NA,NA,X
773,1111110872,NA,NA,X
774,1111110873,NA,NA,X
775,1111110874,NA,NA,X
776,1111110875,NA,NA,X
777,1111110876,NA,NA,X
778,1111110877,NA,NA,X
779,1111110878,NA,NA,X
780,1111110879,NA,NA,X
781,1111110880,NA,NA,X
782,1111110881,NA,NA,X
783,1111110882,NA,NA,X
784,1111110883,NA,NA,X
785,1111110884,NA,NA,X
786,1111110885,NA,NA,X
787,1111110886,NA,NA,X
788,1111110887,NA,NA,X
789,1111110888,NA,NA,X
790,1111110889,NA,NA,X
791,1111110890,NA,NA,X
792,1111110891,NA,NA,X
793,1111110892,NA,NA,X
794,1111110893,NA,NA,X
795,1111110894,NA,NA,X
796,1111110895,NA,NA,X
797,1111110896,NA,NA,X
798,1111110897,NA,NA,X
799,1111110898,NA,NA,X
800,1111110899,NA,NA,X
801,1111110900,NA,NA,X
802,1111110901,NA,NA,X
803,1111110902,NA,NA,X
804,1111110903,NA,NA,X
805,1111110904,NA,NA,X
806,1111110905,NA,NA,X
807,1111110906,NA,NA,X
808,1111110907,NA,NA,X
809,1111110908,NA,NA,X
810,1111110909,NA,NA,X
811,1111110910,NA,NA,X
812,1111110911,NA,NA,X
813,1111110912,NA,NA,X
814,1111110913,NA,NA,X
815,1111110914,NA,NA,X
816,1111110915,NA,NA,X
817,1111110916,NA,NA,X
818,1111110917,NA,NA,X
819,1111110918,NA,NA,X
820,1111110919,NA,NA,X
821,1111110920,NA,NA,X
822,1111110921,NA,NA,X
823,1111110922,NA,NA,X
824,1111110923,NA,NA,X
825,1111110924,NA,NA,X
826,1111110925,NA,NA,X
827,1111110926,NA,NA,X
828,1111110927,NA,NA,X
829,1111110928,NA,NA,X
830,1111110929,NA,NA,X
831,1111110930,NA,NA,X
832,1111110931,NA,NA,X
833,1111110932,NA,NA,X
834,1111110933,NA,NA,X
835,1111110934,NA,NA,X
836,1111110935,NA,NA,X
837,1111110936,NA,NA,X
838,1111110937,NA,NA,X
839,1111110938,NA,NA,X
840,1111110939,NA,NA,X
841,1111110940,NA,NA,X
842,1111110941,NA,NA,X
843,1111110942,NA,NA,X
844,1111110943,NA,NA,X
845,1111110944,NA,NA,X
846,1111110945,NA,NA,X
847,1111110946,NA,NA,X
848,1111110947,NA,NA,X
849,1111110948,NA,NA,X
850,1111110949,NA,NA,X
851,1111110950,NA,NA,X
852,1111110951,NA,NA,X
853,1111110952,NA,NA,X
854,1111110953,NA,NA,X
855,1111110954,NA,NA,X
856,1111110955,NA,NA,X
857,1111110956,NA,NA,X
858,1111110957,NA,NA,X
859,1111110958,NA,NA,X
860,1111110959,NA,NA,X
